Date and Time,Water Temperature (F),Estimated Flow Rate (m3/s)
9/29/16 12:06 AM,65.606,0.485
9/29/16 12:07 AM,65.624,0.461
9/29/16 12:08 AM,65.624,0.462
9/29/16 12:09 AM,65.624,0.442
9/29/16 12:10 AM,65.624,0.482
9/29/16 12:11 AM,65.624,0.496
9/29/16 12:12 AM,65.624,0.481
9/29/16 12:13 AM,65.624,0.471
9/29/16 12:14 AM,65.624,0.522
9/29/16 12:15 AM,65.624,0.46
9/29/16 12:16 AM,65.642,0.434
9/29/16 12:17 AM,65.642,0.426
9/29/16 12:18 AM,65.642,0.456
9/29/16 12:19 AM,65.66,0.447
9/29/16 12:20 AM,65.66,0.461
9/29/16 12:21 AM,65.66,0.465
9/29/16 12:22 AM,65.678,0.463
9/29/16 12:23 AM,65.678,0.465
9/29/16 12:24 AM,65.678,0.455
9/29/16 12:25 AM,65.678,0.45
9/29/16 12:26 AM,65.696,0.455
9/29/16 12:27 AM,65.696,0.452
9/29/16 12:28 AM,65.696,0.471
9/29/16 12:29 AM,65.696,0.475
9/29/16 12:30 AM,65.696,0.461
9/29/16 12:31 AM,65.696,0.493
9/29/16 12:32 AM,65.696,0.462
9/29/16 12:33 AM,65.696,0.5
9/29/16 12:34 AM,65.678,0.517
9/29/16 12:35 AM,65.678,0.506
9/29/16 12:36 AM,65.66,0.467
9/29/16 12:37 AM,65.66,0.478
9/29/16 12:38 AM,65.642,0.468
9/29/16 12:39 AM,65.624,0.454
9/29/16 12:40 AM,65.606,0.443
9/29/16 12:41 AM,65.606,0.457
9/29/16 12:42 AM,65.588,0.442
9/29/16 12:43 AM,65.588,0.419
9/29/16 12:44 AM,65.57,0.42
9/29/16 12:45 AM,65.57,0.402
9/29/16 12:46 AM,65.552,0.405
9/29/16 12:47 AM,65.534,0.424
9/29/16 12:48 AM,65.534,0.424
9/29/16 12:49 AM,65.534,0.419
9/29/16 12:50 AM,65.534,0.43
9/29/16 12:51 AM,65.534,0.412
9/29/16 12:52 AM,65.552,0.418
9/29/16 12:53 AM,65.552,0.411
9/29/16 12:54 AM,65.552,0.399
9/29/16 12:55 AM,65.57,0.427
9/29/16 12:56 AM,65.57,0.424
9/29/16 12:57 AM,65.57,0.418
9/29/16 12:58 AM,65.57,0.431
9/29/16 12:59 AM,65.57,0.421
9/29/16 1:00 AM,65.588,0.423
9/29/16 1:01 AM,65.588,0.4
9/29/16 1:02 AM,65.588,0.415
9/29/16 1:03 AM,65.588,0.396
9/29/16 1:04 AM,65.588,0.387
9/29/16 1:05 AM,65.588,0.415
9/29/16 1:06 AM,65.588,0.405
9/29/16 1:07 AM,65.588,0.404
9/29/16 1:08 AM,65.588,0.408
9/29/16 1:09 AM,65.588,0.389
9/29/16 1:10 AM,65.588,0.386
9/29/16 1:11 AM,65.606,0.371
9/29/16 1:12 AM,65.606,0.364
9/29/16 1:13 AM,65.606,0.358
9/29/16 1:14 AM,65.606,0.347
9/29/16 1:15 AM,65.588,0.343
9/29/16 1:16 AM,65.588,0.356
9/29/16 1:17 AM,65.588,0.351
9/29/16 1:18 AM,65.588,0.343
9/29/16 1:19 AM,65.588,0.346
9/29/16 1:20 AM,65.57,0.347
9/29/16 1:21 AM,65.588,0.348
9/29/16 1:22 AM,65.57,0.359
9/29/16 1:23 AM,65.57,0.349
9/29/16 1:24 AM,65.57,0.34
9/29/16 1:25 AM,65.57,0.335
9/29/16 1:26 AM,65.57,0.335
9/29/16 1:27 AM,65.57,0.332
9/29/16 1:28 AM,65.57,0.333
9/29/16 1:29 AM,65.57,0.337
9/29/16 1:30 AM,65.57,0.333
9/29/16 1:31 AM,65.552,0.329
9/29/16 1:32 AM,65.552,0.325
9/29/16 1:33 AM,65.552,0.33
9/29/16 1:34 AM,65.552,0.324
9/29/16 1:35 AM,65.552,0.325
9/29/16 1:36 AM,65.552,0.321
9/29/16 1:37 AM,65.534,0.318
9/29/16 1:38 AM,65.534,0.314
9/29/16 1:39 AM,65.534,0.312
9/29/16 1:40 AM,65.516,0.315
9/29/16 1:41 AM,65.534,0.31
9/29/16 1:42 AM,65.516,0.309
9/29/16 1:43 AM,65.516,0.306
9/29/16 1:44 AM,65.516,0.308
9/29/16 1:45 AM,65.516,0.305
9/29/16 1:46 AM,65.498,0.302
9/29/16 1:47 AM,65.498,0.299
9/29/16 1:48 AM,65.498,0.298
9/29/16 1:49 AM,65.498,0.304
9/29/16 1:50 AM,65.498,0.301
9/29/16 1:51 AM,65.498,0.303
9/29/16 1:52 AM,65.498,0.301
9/29/16 1:53 AM,65.498,0.3
9/29/16 1:54 AM,65.498,0.298
9/29/16 1:55 AM,65.498,0.304
9/29/16 1:56 AM,65.498,0.3
9/29/16 1:57 AM,65.498,0.297
9/29/16 1:58 AM,65.498,0.295
9/29/16 1:59 AM,65.498,0.292
9/29/16 2:00 AM,65.498,0.29
9/29/16 2:01 AM,65.498,0.287
9/29/16 2:02 AM,65.498,0.286
9/29/16 2:03 AM,65.498,0.283
9/29/16 2:04 AM,65.498,0.29
9/29/16 2:05 AM,65.498,0.289
9/29/16 2:06 AM,65.498,0.285
9/29/16 2:07 AM,65.498,0.283
9/29/16 2:08 AM,65.48,0.284
9/29/16 2:09 AM,65.498,0.281
9/29/16 2:10 AM,65.498,0.278
9/29/16 2:11 AM,65.498,0.274
9/29/16 2:12 AM,65.498,0.273
9/29/16 2:13 AM,65.498,0.272
9/29/16 2:14 AM,65.48,0.267
9/29/16 2:15 AM,65.498,0.264
9/29/16 2:16 AM,65.498,0.263
9/29/16 2:17 AM,65.498,0.263
9/29/16 2:18 AM,65.48,0.262
9/29/16 2:19 AM,65.48,0.26
9/29/16 2:20 AM,65.48,0.261
9/29/16 2:21 AM,65.48,0.258
9/29/16 2:22 AM,65.48,0.264
9/29/16 2:23 AM,65.48,0.263
9/29/16 2:24 AM,65.498,0.263
9/29/16 2:25 AM,65.48,0.261
9/29/16 2:26 AM,65.48,0.258
9/29/16 2:27 AM,65.48,0.257
9/29/16 2:28 AM,65.48,0.256
9/29/16 2:29 AM,65.48,0.255
9/29/16 2:30 AM,65.48,0.252
9/29/16 2:31 AM,65.48,0.25
9/29/16 2:32 AM,65.48,0.248
9/29/16 2:33 AM,65.48,0.246
9/29/16 2:34 AM,65.48,0.244
9/29/16 2:35 AM,65.48,0.246
9/29/16 2:36 AM,65.48,0.245
9/29/16 2:37 AM,65.462,0.244
9/29/16 2:38 AM,65.462,0.243
9/29/16 2:39 AM,65.462,0.241
9/29/16 2:40 AM,65.48,0.241
9/29/16 2:41 AM,65.462,0.241
9/29/16 2:42 AM,65.48,0.238
9/29/16 2:43 AM,65.48,0.237
9/29/16 2:44 AM,65.48,0.235
9/29/16 2:45 AM,65.48,0.233
9/29/16 2:46 AM,65.462,0.233
9/29/16 2:47 AM,65.462,0.23
9/29/16 2:48 AM,65.462,0.228
9/29/16 2:49 AM,65.462,0.225
9/29/16 2:50 AM,65.462,0.224
9/29/16 2:51 AM,65.444,0.221
9/29/16 2:52 AM,65.462,0.218
9/29/16 2:53 AM,65.462,0.218
9/29/16 2:54 AM,65.444,0.217
9/29/16 2:55 AM,65.444,0.215
9/29/16 2:56 AM,65.444,0.215
9/29/16 2:57 AM,65.444,0.213
9/29/16 2:58 AM,65.444,0.212
9/29/16 2:59 AM,65.444,0.214
9/29/16 3:00 AM,65.444,0.212
9/29/16 3:01 AM,65.444,0.211
9/29/16 3:02 AM,65.444,0.209
9/29/16 3:03 AM,65.444,0.208
9/29/16 3:04 AM,65.444,0.204
9/29/16 3:05 AM,65.444,0.205
9/29/16 3:06 AM,65.444,0.205
9/29/16 3:07 AM,65.444,0.202
9/29/16 3:08 AM,65.426,0.199
9/29/16 3:09 AM,65.444,0.199
9/29/16 3:10 AM,65.426,0.199
9/29/16 3:11 AM,65.426,0.201
9/29/16 3:12 AM,65.426,0.203
9/29/16 3:13 AM,65.426,0.204
9/29/16 3:14 AM,65.426,0.203
9/29/16 3:15 AM,65.426,0.203
9/29/16 3:16 AM,65.426,0.2
9/29/16 3:17 AM,65.426,0.197
9/29/16 3:18 AM,65.408,0.195
9/29/16 3:19 AM,65.408,0.196
9/29/16 3:20 AM,65.408,0.196
9/29/16 3:21 AM,65.408,0.195
9/29/16 3:22 AM,65.408,0.193
9/29/16 3:23 AM,65.408,0.193
9/29/16 3:24 AM,65.408,0.191
9/29/16 3:25 AM,65.408,0.191
9/29/16 3:26 AM,65.408,0.19
9/29/16 3:27 AM,65.39,0.187
9/29/16 3:28 AM,65.39,0.187
9/29/16 3:29 AM,65.39,0.187
9/29/16 3:30 AM,65.39,0.186
9/29/16 3:31 AM,65.372,0.186
9/29/16 3:32 AM,65.372,0.185
9/29/16 3:33 AM,65.372,0.184
9/29/16 3:34 AM,65.372,0.183
9/29/16 3:35 AM,65.354,0.184
9/29/16 3:36 AM,65.372,0.182
9/29/16 3:37 AM,65.354,0.185
9/29/16 3:38 AM,65.354,0.183
9/29/16 3:39 AM,65.354,0.182
9/29/16 3:40 AM,65.354,0.181
9/29/16 3:41 AM,65.336,0.182
9/29/16 3:42 AM,65.336,0.177
9/29/16 3:43 AM,65.336,0.176
9/29/16 3:44 AM,65.336,0.175
9/29/16 3:45 AM,65.336,0.176
9/29/16 3:46 AM,65.318,0.173
9/29/16 3:47 AM,65.318,0.173
9/29/16 3:48 AM,65.318,0.175
9/29/16 3:49 AM,65.3,0.178
9/29/16 3:50 AM,65.3,0.178
9/29/16 3:51 AM,65.3,0.176
9/29/16 3:52 AM,65.3,0.175
9/29/16 3:53 AM,65.3,0.172
9/29/16 3:54 AM,65.3,0.174
9/29/16 3:55 AM,65.3,0.175
9/29/16 3:56 AM,65.3,0.177
9/29/16 3:57 AM,65.282,0.176
9/29/16 3:58 AM,65.282,0.177
9/29/16 3:59 AM,65.282,0.176
9/29/16 4:00 AM,65.282,0.176
9/29/16 4:01 AM,65.282,0.175
9/29/16 4:02 AM,65.264,0.175
9/29/16 4:03 AM,65.282,0.176
9/29/16 4:04 AM,65.282,0.177
9/29/16 4:05 AM,65.264,0.176
9/29/16 4:06 AM,65.264,0.175
9/29/16 4:07 AM,65.264,0.174
9/29/16 4:08 AM,65.264,0.173
9/29/16 4:09 AM,65.246,0.172
9/29/16 4:10 AM,65.246,0.171
9/29/16 4:11 AM,65.246,0.172
9/29/16 4:12 AM,65.246,0.169
9/29/16 4:13 AM,65.246,0.168
9/29/16 4:14 AM,65.246,0.168
9/29/16 4:15 AM,65.246,0.167
9/29/16 4:16 AM,65.246,0.168
9/29/16 4:17 AM,65.246,0.17
9/29/16 4:18 AM,65.246,0.17
9/29/16 4:19 AM,65.246,0.169
9/29/16 4:20 AM,65.228,0.167
9/29/16 4:21 AM,65.228,0.168
9/29/16 4:22 AM,65.228,0.166
9/29/16 4:23 AM,65.228,0.164
9/29/16 4:24 AM,65.228,0.162
9/29/16 4:25 AM,65.228,0.162
9/29/16 4:26 AM,65.228,0.16
9/29/16 4:27 AM,65.228,0.161
9/29/16 4:28 AM,65.228,0.16
9/29/16 4:29 AM,65.228,0.16
9/29/16 4:30 AM,65.228,0.156
9/29/16 4:31 AM,65.21,0.158
9/29/16 4:32 AM,65.21,0.157
9/29/16 4:33 AM,65.228,0.158
9/29/16 4:34 AM,65.21,0.16
9/29/16 4:35 AM,65.228,0.16
9/29/16 4:36 AM,65.228,0.16
9/29/16 4:37 AM,65.228,0.158
9/29/16 4:38 AM,65.21,0.157
9/29/16 4:39 AM,65.21,0.16
9/29/16 4:40 AM,65.21,0.16
9/29/16 4:41 AM,65.21,0.16
9/29/16 4:42 AM,65.192,0.157
9/29/16 4:43 AM,65.192,0.154
9/29/16 4:44 AM,65.192,0.155
9/29/16 4:45 AM,65.174,0.156
9/29/16 4:46 AM,65.174,0.154
9/29/16 4:47 AM,65.174,0.151
9/29/16 4:48 AM,65.174,0.154
9/29/16 4:49 AM,65.174,0.153
9/29/16 4:50 AM,65.174,0.152
9/29/16 4:51 AM,65.156,0.152
9/29/16 4:52 AM,65.156,0.153
9/29/16 4:53 AM,65.156,0.154
9/29/16 4:54 AM,65.156,0.154
9/29/16 4:55 AM,65.156,0.153
9/29/16 4:56 AM,65.156,0.155
9/29/16 4:57 AM,65.138,0.154
9/29/16 4:58 AM,65.138,0.152
9/29/16 4:59 AM,65.138,0.151
9/29/16 5:00 AM,65.138,0.152
9/29/16 5:01 AM,65.138,0.152
9/29/16 5:02 AM,65.138,0.152
9/29/16 5:03 AM,65.138,0.15
9/29/16 5:04 AM,65.12,0.146
9/29/16 5:05 AM,65.12,0.146
9/29/16 5:06 AM,65.12,0.145
9/29/16 5:07 AM,65.12,0.147
9/29/16 5:08 AM,65.12,0.147
9/29/16 5:09 AM,65.102,0.149
9/29/16 5:10 AM,65.102,0.148
9/29/16 5:11 AM,65.102,0.149
9/29/16 5:12 AM,65.102,0.15
9/29/16 5:13 AM,65.084,0.151
9/29/16 5:14 AM,65.084,0.149
9/29/16 5:15 AM,65.084,0.148
9/29/16 5:16 AM,65.084,0.148
9/29/16 5:17 AM,65.084,0.15
9/29/16 5:18 AM,65.084,0.15
9/29/16 5:19 AM,65.084,0.149
9/29/16 5:20 AM,65.084,0.15
9/29/16 5:21 AM,65.084,0.147
9/29/16 5:22 AM,65.066,0.147
9/29/16 5:23 AM,65.066,0.147
9/29/16 5:24 AM,65.066,0.144
9/29/16 5:25 AM,65.066,0.142
9/29/16 5:26 AM,65.066,0.138
9/29/16 5:27 AM,65.048,0.14
9/29/16 5:28 AM,65.048,0.141
9/29/16 5:29 AM,65.048,0.141
9/29/16 5:30 AM,65.048,0.141
9/29/16 5:31 AM,65.048,0.139
9/29/16 5:32 AM,65.048,0.138
9/29/16 5:33 AM,65.03,0.14
9/29/16 5:34 AM,65.03,0.14
9/29/16 5:35 AM,65.03,0.141
9/29/16 5:36 AM,65.03,0.14
9/29/16 5:37 AM,65.03,0.14
9/29/16 5:38 AM,65.012,0.139
9/29/16 5:39 AM,65.012,0.138
9/29/16 5:40 AM,65.012,0.14
9/29/16 5:41 AM,65.012,0.14
9/29/16 5:42 AM,65.012,0.14
9/29/16 5:43 AM,65.012,0.138
9/29/16 5:44 AM,65.012,0.136
9/29/16 5:45 AM,64.994,0.134
9/29/16 5:46 AM,64.994,0.135
9/29/16 5:47 AM,64.994,0.136
9/29/16 5:48 AM,64.994,0.137
9/29/16 5:49 AM,64.994,0.14
9/29/16 5:50 AM,64.994,0.144
9/29/16 5:51 AM,64.994,0.139
9/29/16 5:52 AM,64.976,0.141
9/29/16 5:53 AM,64.976,0.146
9/29/16 5:54 AM,64.976,0.145
9/29/16 5:55 AM,64.976,0.144
9/29/16 5:56 AM,64.976,0.141
9/29/16 5:57 AM,64.976,0.142
9/29/16 5:58 AM,64.976,0.142
9/29/16 5:59 AM,64.958,0.142
9/29/16 6:00 AM,64.976,0.143
9/29/16 6:01 AM,64.976,0.142
9/29/16 6:02 AM,64.958,0.142
9/29/16 6:03 AM,64.958,0.142
9/29/16 6:04 AM,64.958,0.142
9/29/16 6:05 AM,64.958,0.145
9/29/16 6:06 AM,64.958,0.142
9/29/16 6:07 AM,64.958,0.14
9/29/16 6:08 AM,64.94,0.141
9/29/16 6:09 AM,64.94,0.138
9/29/16 6:10 AM,64.94,0.137
9/29/16 6:11 AM,64.94,0.138
9/29/16 6:12 AM,64.94,0.139
9/29/16 6:13 AM,64.94,0.14
9/29/16 6:14 AM,64.922,0.14
9/29/16 6:15 AM,64.922,0.138
9/29/16 6:16 AM,64.922,0.136
9/29/16 6:17 AM,64.922,0.139
9/29/16 6:18 AM,64.922,0.141
9/29/16 6:19 AM,64.922,0.142
9/29/16 6:20 AM,64.922,0.141
9/29/16 6:21 AM,64.904,0.14
9/29/16 6:22 AM,64.904,0.141
9/29/16 6:23 AM,64.904,0.139
9/29/16 6:24 AM,64.904,0.14
9/29/16 6:25 AM,64.904,0.139
9/29/16 6:26 AM,64.904,0.135
9/29/16 6:27 AM,64.904,0.137
9/29/16 6:28 AM,64.904,0.133
9/29/16 6:29 AM,64.904,0.135
9/29/16 6:30 AM,64.904,0.137
9/29/16 6:31 AM,64.904,0.135
9/29/16 6:32 AM,64.904,0.132
9/29/16 6:33 AM,64.904,0.129
9/29/16 6:34 AM,64.904,0.13
9/29/16 6:35 AM,64.904,0.128
9/29/16 6:36 AM,64.904,0.13
9/29/16 6:37 AM,64.904,0.131
9/29/16 6:38 AM,64.886,0.13
9/29/16 6:39 AM,64.886,0.129
9/29/16 6:40 AM,64.886,0.132
9/29/16 6:41 AM,64.886,0.133
9/29/16 6:42 AM,64.886,0.134
9/29/16 6:43 AM,64.886,0.137
9/29/16 6:44 AM,64.886,0.137
9/29/16 6:45 AM,64.886,0.138
9/29/16 6:46 AM,64.886,0.133
9/29/16 6:47 AM,64.886,0.135
9/29/16 6:48 AM,64.868,0.133
9/29/16 6:49 AM,64.868,0.136
9/29/16 6:50 AM,64.868,0.134
9/29/16 6:51 AM,64.868,0.136
9/29/16 6:52 AM,64.868,0.135
9/29/16 6:53 AM,64.868,0.135
9/29/16 6:54 AM,64.868,0.134
9/29/16 6:55 AM,64.868,0.133
9/29/16 6:56 AM,64.868,0.133
9/29/16 6:57 AM,64.85,0.129
9/29/16 6:58 AM,64.85,0.129
9/29/16 6:59 AM,64.85,0.13
9/29/16 7:00 AM,64.85,0.129
9/29/16 7:01 AM,64.85,0.13
9/29/16 7:02 AM,64.85,0.13
9/29/16 7:03 AM,64.85,0.127
9/29/16 7:04 AM,64.85,0.127
9/29/16 7:05 AM,64.85,0.126
9/29/16 7:06 AM,64.832,0.126
9/29/16 7:07 AM,64.832,0.123
9/29/16 7:08 AM,64.832,0.123
9/29/16 7:09 AM,64.832,0.124
9/29/16 7:10 AM,64.832,0.127
9/29/16 7:11 AM,64.832,0.129
9/29/16 7:12 AM,64.832,0.128
9/29/16 7:13 AM,64.832,0.127
9/29/16 7:14 AM,64.814,0.129
9/29/16 7:15 AM,64.814,0.129
9/29/16 7:16 AM,64.814,0.131
9/29/16 7:17 AM,64.814,0.133
9/29/16 7:18 AM,64.814,0.133
9/29/16 7:19 AM,64.814,0.134
9/29/16 7:20 AM,64.814,0.134
9/29/16 7:21 AM,64.796,0.132
9/29/16 7:22 AM,64.796,0.127
9/29/16 7:23 AM,64.814,0.129
9/29/16 7:24 AM,64.796,0.128
9/29/16 7:25 AM,64.796,0.129
9/29/16 7:26 AM,64.796,0.127
9/29/16 7:27 AM,64.814,0.127
9/29/16 7:28 AM,64.796,0.123
9/29/16 7:29 AM,64.796,0.124
9/29/16 7:30 AM,64.796,0.124
9/29/16 7:31 AM,64.796,0.123
9/29/16 7:32 AM,64.796,0.122
9/29/16 7:33 AM,64.796,0.122
9/29/16 7:34 AM,64.796,0.121
9/29/16 7:35 AM,64.796,0.119
9/29/16 7:36 AM,64.778,0.119
9/29/16 7:37 AM,64.796,0.119
9/29/16 7:38 AM,64.778,0.12
9/29/16 7:39 AM,64.778,0.119
9/29/16 7:40 AM,64.778,0.12
9/29/16 7:41 AM,64.778,0.119
9/29/16 7:42 AM,64.778,0.116
9/29/16 7:43 AM,64.778,0.119
9/29/16 7:44 AM,64.76,0.119
9/29/16 7:45 AM,64.76,0.118
9/29/16 7:46 AM,64.76,0.118
9/29/16 7:47 AM,64.76,0.115
9/29/16 7:48 AM,64.76,0.116
9/29/16 7:49 AM,64.742,0.114
9/29/16 7:50 AM,64.742,0.115
9/29/16 7:51 AM,64.742,0.116
9/29/16 7:52 AM,64.742,0.118
9/29/16 7:53 AM,64.742,0.12
9/29/16 7:54 AM,64.742,0.12
9/29/16 7:55 AM,64.742,0.118
9/29/16 7:56 AM,64.742,0.119
9/29/16 7:57 AM,64.742,0.12
9/29/16 7:58 AM,64.742,0.12
9/29/16 7:59 AM,64.742,0.119
9/29/16 8:00 AM,64.742,0.119
9/29/16 8:01 AM,64.742,0.119
9/29/16 8:02 AM,64.742,0.121
9/29/16 8:03 AM,64.742,0.122
9/29/16 8:04 AM,64.76,0.121
9/29/16 8:05 AM,64.76,0.12
9/29/16 8:06 AM,64.76,0.12
9/29/16 8:07 AM,64.76,0.119
9/29/16 8:08 AM,64.76,0.118
9/29/16 8:09 AM,64.76,0.118
9/29/16 8:10 AM,64.742,0.116
9/29/16 8:11 AM,64.742,0.116
9/29/16 8:12 AM,64.742,0.116
9/29/16 8:13 AM,64.742,0.117
9/29/16 8:14 AM,64.76,0.118
9/29/16 8:15 AM,64.742,0.121
9/29/16 8:16 AM,64.742,0.122
9/29/16 8:17 AM,64.742,0.118
9/29/16 8:18 AM,64.742,0.119
9/29/16 8:19 AM,64.76,0.118
9/29/16 8:20 AM,64.742,0.116
9/29/16 8:21 AM,64.742,0.116
9/29/16 8:22 AM,64.742,0.114
9/29/16 8:23 AM,64.742,0.113
9/29/16 8:24 AM,64.742,0.112
9/29/16 8:25 AM,64.742,0.11
9/29/16 8:26 AM,64.742,0.114
9/29/16 8:27 AM,64.724,0.111
9/29/16 8:28 AM,64.724,0.112
9/29/16 8:29 AM,64.724,0.111
9/29/16 8:30 AM,64.742,0.113
9/29/16 8:31 AM,64.724,0.115
9/29/16 8:32 AM,64.724,0.115
9/29/16 8:33 AM,64.724,0.116
9/29/16 8:34 AM,64.724,0.114
9/29/16 8:35 AM,64.724,0.114
9/29/16 8:36 AM,64.706,0.115
9/29/16 8:37 AM,64.706,0.116
9/29/16 8:38 AM,64.706,0.114
9/29/16 8:39 AM,64.706,0.116
9/29/16 8:40 AM,64.706,0.113
9/29/16 8:41 AM,64.706,0.115
9/29/16 8:42 AM,64.688,0.112
9/29/16 8:43 AM,64.688,0.114
9/29/16 8:44 AM,64.688,0.114
9/29/16 8:45 AM,64.688,0.115
9/29/16 8:46 AM,64.67,0.116
9/29/16 8:47 AM,64.688,0.117
9/29/16 8:48 AM,64.67,0.117
9/29/16 8:49 AM,64.67,0.115
9/29/16 8:50 AM,64.67,0.114
9/29/16 8:51 AM,64.67,0.116
9/29/16 8:52 AM,64.67,0.115
9/29/16 8:53 AM,64.67,0.113
9/29/16 8:54 AM,64.67,0.113
9/29/16 8:55 AM,64.652,0.111
9/29/16 8:56 AM,64.67,0.114
9/29/16 8:57 AM,64.67,0.118
9/29/16 8:58 AM,64.688,0.119
9/29/16 8:59 AM,64.688,0.117
9/29/16 9:00 AM,64.724,0.116
9/29/16 9:01 AM,64.706,0.117
9/29/16 9:02 AM,64.724,0.116
9/29/16 9:03 AM,64.706,0.114
9/29/16 9:04 AM,64.706,0.115
9/29/16 9:05 AM,64.688,0.114
9/29/16 9:06 AM,64.688,0.114
9/29/16 9:07 AM,64.688,0.115
9/29/16 9:08 AM,64.67,0.114
9/29/16 9:09 AM,64.67,0.115
9/29/16 9:10 AM,64.688,0.115
9/29/16 9:11 AM,64.688,0.116
9/29/16 9:12 AM,64.688,0.12
9/29/16 9:13 AM,64.688,0.121
9/29/16 9:14 AM,64.724,0.122
9/29/16 9:15 AM,64.76,0.124
9/29/16 9:16 AM,64.76,0.123
9/29/16 9:17 AM,64.76,0.123
9/29/16 9:18 AM,64.76,0.126
9/29/16 9:19 AM,64.85,0.126
9/29/16 9:20 AM,64.904,0.127
9/29/16 9:21 AM,64.958,0.128
9/29/16 9:22 AM,64.958,0.127
9/29/16 9:23 AM,64.922,0.126
9/29/16 9:24 AM,64.886,0.127
9/29/16 9:25 AM,64.868,0.13
9/29/16 9:26 AM,64.85,0.129
9/29/16 9:27 AM,64.814,0.13
9/29/16 9:28 AM,64.814,0.133
9/29/16 9:29 AM,64.796,0.133
9/29/16 9:30 AM,64.796,0.134
9/29/16 9:31 AM,64.778,0.133
9/29/16 9:32 AM,64.778,0.135
9/29/16 9:33 AM,64.778,0.133
9/29/16 9:34 AM,64.76,0.133
9/29/16 9:35 AM,64.76,0.133
9/29/16 9:36 AM,64.742,0.132
9/29/16 9:37 AM,64.742,0.13
9/29/16 9:38 AM,64.724,0.129
9/29/16 9:39 AM,64.724,0.129
9/29/16 9:40 AM,64.724,0.128
9/29/16 9:41 AM,64.724,0.13
9/29/16 9:42 AM,64.724,0.129
9/29/16 9:43 AM,64.724,0.128
9/29/16 9:44 AM,64.724,0.127
9/29/16 9:45 AM,64.724,0.13
9/29/16 9:46 AM,64.724,0.128
9/29/16 9:47 AM,64.742,0.127
9/29/16 9:48 AM,64.742,0.126
9/29/16 9:49 AM,64.724,0.126
9/29/16 9:50 AM,64.742,0.128
9/29/16 9:51 AM,64.742,0.127
9/29/16 9:52 AM,64.742,0.126
9/29/16 9:53 AM,64.76,0.124
9/29/16 9:54 AM,64.76,0.122
9/29/16 9:55 AM,64.76,0.123
9/29/16 9:56 AM,64.742,0.122
9/29/16 9:57 AM,64.742,0.121
9/29/16 9:58 AM,64.76,0.121
9/29/16 9:59 AM,64.76,0.123
9/29/16 10:00 AM,64.76,0.123
9/29/16 10:01 AM,64.76,0.121
9/29/16 10:02 AM,64.76,0.122
9/29/16 10:03 AM,64.742,0.123
9/29/16 10:04 AM,64.76,0.123
9/29/16 10:05 AM,64.778,0.123
9/29/16 10:06 AM,64.778,0.122
9/29/16 10:07 AM,64.778,0.119
9/29/16 10:08 AM,64.76,0.119
9/29/16 10:09 AM,64.76,0.121
9/29/16 10:10 AM,64.76,0.12
9/29/16 10:11 AM,64.76,0.12
9/29/16 10:12 AM,64.76,0.119
9/29/16 10:13 AM,64.76,0.118
9/29/16 10:14 AM,64.796,0.116
9/29/16 10:15 AM,64.796,0.112
9/29/16 10:16 AM,64.796,0.114
9/29/16 10:17 AM,64.796,0.114
9/29/16 10:18 AM,64.814,0.115
9/29/16 10:19 AM,64.814,0.115
9/29/16 10:20 AM,64.814,0.116
9/29/16 10:21 AM,64.814,0.114
9/29/16 10:22 AM,64.796,0.115
9/29/16 10:23 AM,64.814,0.114
9/29/16 10:24 AM,64.814,0.114
9/29/16 10:25 AM,64.814,0.114
9/29/16 10:26 AM,64.814,0.114
9/29/16 10:27 AM,64.796,0.114
9/29/16 10:28 AM,64.796,0.112
9/29/16 10:29 AM,64.796,0.113
9/29/16 10:30 AM,64.814,0.111
9/29/16 10:31 AM,64.832,0.11
9/29/16 10:32 AM,64.832,0.113
9/29/16 10:33 AM,64.832,0.113
9/29/16 10:34 AM,64.832,0.114
9/29/16 10:35 AM,64.85,0.112
9/29/16 10:36 AM,64.85,0.109
9/29/16 10:37 AM,64.868,0.11
9/29/16 10:38 AM,64.886,0.111
9/29/16 10:39 AM,64.886,0.11
9/29/16 10:40 AM,64.904,0.109
9/29/16 10:41 AM,64.904,0.113
9/29/16 10:42 AM,64.904,0.116
9/29/16 10:43 AM,64.886,0.117
9/29/16 10:44 AM,64.886,0.119
9/29/16 10:45 AM,64.904,0.118
9/29/16 10:46 AM,64.922,0.117
9/29/16 10:47 AM,64.922,0.117
9/29/16 10:48 AM,64.922,0.118
9/29/16 10:49 AM,64.94,0.12
9/29/16 10:50 AM,64.94,0.117
9/29/16 10:51 AM,64.976,0.117
9/29/16 10:52 AM,65.012,0.117
9/29/16 10:53 AM,64.994,0.118
9/29/16 10:54 AM,64.976,0.116
9/29/16 10:55 AM,64.976,0.115
9/29/16 10:56 AM,64.994,0.111
9/29/16 10:57 AM,64.994,0.107
9/29/16 10:58 AM,65.012,0.104
9/29/16 10:59 AM,64.994,0.107
9/29/16 11:00 AM,65.012,0.104
9/29/16 11:01 AM,65.03,0.103
9/29/16 11:02 AM,65.03,0.104
9/29/16 11:03 AM,65.048,0.107
9/29/16 11:04 AM,65.048,0.108
9/29/16 11:05 AM,65.048,0.108
9/29/16 11:06 AM,65.048,0.105
9/29/16 11:07 AM,65.048,0.104
9/29/16 11:08 AM,65.048,0.106
9/29/16 11:09 AM,65.048,0.105
9/29/16 11:10 AM,65.066,0.108
