Date and Time,Water Temperature (F),Estimated Flow Rate (m3/s)
9/29/16 10:16 PM,62.708,15.68
9/29/16 10:17 PM,62.708,13.794
9/29/16 10:18 PM,62.726,14.939
9/29/16 10:19 PM,62.726,15.622
9/29/16 10:20 PM,62.708,15.583
9/29/16 10:21 PM,62.708,13.971
9/29/16 10:22 PM,62.708,14.532
9/29/16 10:23 PM,62.708,14.697
9/29/16 10:24 PM,62.708,13.956
9/29/16 10:25 PM,62.708,15.015
9/29/16 10:26 PM,62.708,14.442
9/29/16 10:27 PM,62.69,15.259
9/29/16 10:28 PM,62.69,15.165
9/29/16 10:29 PM,62.672,14.606
9/29/16 10:30 PM,62.672,16.05
9/29/16 10:31 PM,62.69,15.641
9/29/16 10:32 PM,62.672,14.532
9/29/16 10:33 PM,62.672,15.641
9/29/16 10:34 PM,62.654,15.259
9/29/16 10:35 PM,62.654,14.662
9/29/16 10:36 PM,62.636,14.46
9/29/16 10:37 PM,62.636,14.098
9/29/16 10:38 PM,62.618,13.221
9/29/16 10:39 PM,62.618,13.306
9/29/16 10:40 PM,62.636,13.204
9/29/16 10:41 PM,62.636,12.68
9/29/16 10:42 PM,62.636,11.632
9/29/16 10:43 PM,62.636,11.555
9/29/16 10:44 PM,62.636,11.445
9/29/16 10:45 PM,62.636,11.201
9/29/16 10:46 PM,62.636,11.095
9/29/16 10:47 PM,62.636,9.25
9/29/16 10:48 PM,62.654,8.91
9/29/16 10:49 PM,62.654,8.923
9/29/16 10:50 PM,62.654,8.667
9/29/16 10:51 PM,62.654,8.642
9/29/16 10:52 PM,62.654,8.516
9/29/16 10:53 PM,62.654,8.087
9/29/16 10:54 PM,62.654,8.159
9/29/16 10:55 PM,62.672,7.708
9/29/16 10:56 PM,62.672,7.077
9/29/16 10:57 PM,62.672,6.546
9/29/16 10:58 PM,62.69,7.142
9/29/16 10:59 PM,62.69,5.978
9/29/16 11:00 PM,62.708,6.007
9/29/16 11:01 PM,62.726,5.07
9/29/16 11:02 PM,62.744,5.234
9/29/16 11:03 PM,62.78,4.508
9/29/16 11:04 PM,62.816,4.673
9/29/16 11:05 PM,62.852,4.547
9/29/16 11:06 PM,62.87,4.852
9/29/16 11:07 PM,62.906,4.241
9/29/16 11:08 PM,62.906,4.03
9/29/16 11:09 PM,62.924,4.131
9/29/16 11:10 PM,62.942,3.765
9/29/16 11:11 PM,62.942,4.087
9/29/16 11:12 PM,62.96,3.847
9/29/16 11:13 PM,62.978,3.98
9/29/16 11:14 PM,62.978,3.944
9/29/16 11:15 PM,62.996,3.833
9/29/16 11:16 PM,62.996,3.779
9/29/16 11:17 PM,63.014,3.644
9/29/16 11:18 PM,63.05,3.704
9/29/16 11:19 PM,63.05,3.463
9/29/16 11:20 PM,63.05,3.658
9/29/16 11:21 PM,63.068,3.533
9/29/16 11:22 PM,63.068,3.356
9/29/16 11:23 PM,63.086,3.437
9/29/16 11:24 PM,63.104,3.325
9/29/16 11:25 PM,63.122,3.203
9/29/16 11:26 PM,63.14,3.412
9/29/16 11:27 PM,63.158,3.091
9/29/16 11:28 PM,63.158,3.203
9/29/16 11:29 PM,63.176,3.27
9/29/16 11:30 PM,63.176,2.839
9/29/16 11:31 PM,63.176,2.695
9/29/16 11:32 PM,63.176,2.861
9/29/16 11:33 PM,63.194,2.649
9/29/16 11:34 PM,63.194,2.695
9/29/16 11:35 PM,63.176,2.785
9/29/16 11:36 PM,63.194,2.543
9/29/16 11:37 PM,63.176,2.498
9/29/16 11:38 PM,63.176,2.701
9/29/16 11:39 PM,63.194,2.397
9/29/16 11:40 PM,63.194,2.513
9/29/16 11:41 PM,63.194,2.299
9/29/16 11:42 PM,63.194,2.188
9/29/16 11:43 PM,63.212,2.327
9/29/16 11:44 PM,63.212,2.327
9/29/16 11:45 PM,63.23,2.355
9/29/16 11:46 PM,63.23,2.364
9/29/16 11:47 PM,63.23,2.192
9/29/16 11:48 PM,63.248,2.084
9/29/16 11:49 PM,63.248,2.205
9/29/16 11:50 PM,63.266,2.014
9/29/16 11:51 PM,63.266,1.953
9/29/16 11:52 PM,63.266,2.059
9/29/16 11:53 PM,63.266,1.759
9/29/16 11:54 PM,63.284,1.683
9/29/16 11:55 PM,63.284,1.694
9/29/16 11:56 PM,63.302,1.715
9/29/16 11:57 PM,63.302,1.635
9/29/16 11:58 PM,63.32,1.605
9/29/16 11:59 PM,63.32,1.503
9/30/16 12:00 AM,63.32,1.357
9/30/16 12:01 AM,63.338,1.404
9/30/16 12:02 AM,63.356,1.395
9/30/16 12:03 AM,63.356,1.209
9/30/16 12:04 AM,63.374,1.27
9/30/16 12:05 AM,63.392,1.153
9/30/16 12:06 AM,63.392,1.32
9/30/16 12:07 AM,63.41,1.3
9/30/16 12:08 AM,63.428,1.038
9/30/16 12:09 AM,63.446,1.132
9/30/16 12:10 AM,63.446,1.075
9/30/16 12:11 AM,63.464,0.968
9/30/16 12:12 AM,63.482,1.036
9/30/16 12:13 AM,63.5,0.947
9/30/16 12:14 AM,63.518,0.922
9/30/16 12:15 AM,63.518,0.992
9/30/16 12:16 AM,63.536,0.891
9/30/16 12:17 AM,63.554,0.939
9/30/16 12:18 AM,63.572,0.871
9/30/16 12:19 AM,63.572,0.814
9/30/16 12:20 AM,63.59,0.825
9/30/16 12:21 AM,63.608,0.778
9/30/16 12:22 AM,63.626,0.799
9/30/16 12:23 AM,63.626,0.784
9/30/16 12:24 AM,63.644,0.751
9/30/16 12:25 AM,63.662,0.65
9/30/16 12:26 AM,63.68,0.712
9/30/16 12:27 AM,63.68,0.686
9/30/16 12:28 AM,63.698,0.705
9/30/16 12:29 AM,63.716,0.589
9/30/16 12:30 AM,63.716,0.66
9/30/16 12:31 AM,63.734,0.649
9/30/16 12:32 AM,63.752,0.567
9/30/16 12:33 AM,63.77,0.62
9/30/16 12:34 AM,63.788,0.649
9/30/16 12:35 AM,63.788,0.595
9/30/16 12:36 AM,63.806,0.59
9/30/16 12:37 AM,63.806,0.537
9/30/16 12:38 AM,63.824,0.595
9/30/16 12:39 AM,63.842,0.545
9/30/16 12:40 AM,63.86,0.541
9/30/16 12:41 AM,63.86,0.511
9/30/16 12:42 AM,63.878,0.537
9/30/16 12:43 AM,63.896,0.528
9/30/16 12:44 AM,63.896,0.529
9/30/16 12:45 AM,63.914,0.495
9/30/16 12:46 AM,63.932,0.483
9/30/16 12:47 AM,63.932,0.494
9/30/16 12:48 AM,63.95,0.495
9/30/16 12:49 AM,63.968,0.543
9/30/16 12:50 AM,63.986,0.526
9/30/16 12:51 AM,63.986,0.485
9/30/16 12:52 AM,64.004,0.48
9/30/16 12:53 AM,64.004,0.451
9/30/16 12:54 AM,64.022,0.442
9/30/16 12:55 AM,64.04,0.539
9/30/16 12:56 AM,64.04,0.503
9/30/16 12:57 AM,64.04,0.506
9/30/16 12:58 AM,64.058,0.494
9/30/16 12:59 AM,64.076,0.509
9/30/16 1:00 AM,64.076,0.453
9/30/16 1:01 AM,64.094,0.442
9/30/16 1:02 AM,64.094,0.448
9/30/16 1:03 AM,64.094,0.423
9/30/16 1:04 AM,64.112,0.419
9/30/16 1:05 AM,64.112,0.424
9/30/16 1:06 AM,64.13,0.419
9/30/16 1:07 AM,64.13,0.449
9/30/16 1:08 AM,64.148,0.419
9/30/16 1:09 AM,64.148,0.409
9/30/16 1:10 AM,64.148,0.389
9/30/16 1:11 AM,64.148,0.387
9/30/16 1:12 AM,64.166,0.382
9/30/16 1:13 AM,64.166,0.388
9/30/16 1:14 AM,64.166,0.411
9/30/16 1:15 AM,64.184,0.402
9/30/16 1:16 AM,64.184,0.444
9/30/16 1:17 AM,64.184,0.433
9/30/16 1:18 AM,64.202,0.406
9/30/16 1:19 AM,64.202,0.391
9/30/16 1:20 AM,64.202,0.41
9/30/16 1:21 AM,64.22,0.409
9/30/16 1:22 AM,64.22,0.391
9/30/16 1:23 AM,64.238,0.395
9/30/16 1:24 AM,64.238,0.379
9/30/16 1:25 AM,64.238,0.366
9/30/16 1:26 AM,64.238,0.382
9/30/16 1:27 AM,64.256,0.374
9/30/16 1:28 AM,64.256,0.372
9/30/16 1:29 AM,64.274,0.361
9/30/16 1:30 AM,64.274,0.389
9/30/16 1:31 AM,64.274,0.374
9/30/16 1:32 AM,64.292,0.362
9/30/16 1:33 AM,64.292,0.358
9/30/16 1:34 AM,64.292,0.357
9/30/16 1:35 AM,64.31,0.354
9/30/16 1:36 AM,64.31,0.345
9/30/16 1:37 AM,64.31,0.35
9/30/16 1:38 AM,64.31,0.356
9/30/16 1:39 AM,64.328,0.351
9/30/16 1:40 AM,64.328,0.369
9/30/16 1:41 AM,64.328,0.373
9/30/16 1:42 AM,64.328,0.364
9/30/16 1:43 AM,64.346,0.352
9/30/16 1:44 AM,64.346,0.345
9/30/16 1:45 AM,64.346,0.341
9/30/16 1:46 AM,64.364,0.335
9/30/16 1:47 AM,64.364,0.331
9/30/16 1:48 AM,64.364,0.326
9/30/16 1:49 AM,64.364,0.323
9/30/16 1:50 AM,64.382,0.328
9/30/16 1:51 AM,64.382,0.333
9/30/16 1:52 AM,64.4,0.331
9/30/16 1:53 AM,64.4,0.325
9/30/16 1:54 AM,64.4,0.321
9/30/16 1:55 AM,64.4,0.321
9/30/16 1:56 AM,64.418,0.316
9/30/16 1:57 AM,64.418,0.312
9/30/16 1:58 AM,64.418,0.31
9/30/16 1:59 AM,64.418,0.31
9/30/16 2:00 AM,64.436,0.307
9/30/16 2:01 AM,64.436,0.306
9/30/16 2:02 AM,64.454,0.304
9/30/16 2:03 AM,64.436,0.304
9/30/16 2:04 AM,64.454,0.322
9/30/16 2:05 AM,64.454,0.322
9/30/16 2:06 AM,64.472,0.32
9/30/16 2:07 AM,64.472,0.317
9/30/16 2:08 AM,64.472,0.319
9/30/16 2:09 AM,64.49,0.316
9/30/16 2:10 AM,64.49,0.312
9/30/16 2:11 AM,64.49,0.311
9/30/16 2:12 AM,64.49,0.308
9/30/16 2:13 AM,64.508,0.304
9/30/16 2:14 AM,64.508,0.301
9/30/16 2:15 AM,64.508,0.298
9/30/16 2:16 AM,64.526,0.297
9/30/16 2:17 AM,64.526,0.299
9/30/16 2:18 AM,64.526,0.297
9/30/16 2:19 AM,64.526,0.295
9/30/16 2:20 AM,64.526,0.293
9/30/16 2:21 AM,64.526,0.292
9/30/16 2:22 AM,64.526,0.291
9/30/16 2:23 AM,64.526,0.289
9/30/16 2:24 AM,64.526,0.29
9/30/16 2:25 AM,64.526,0.289
9/30/16 2:26 AM,64.526,0.286
9/30/16 2:27 AM,64.526,0.29
9/30/16 2:28 AM,64.526,0.293
9/30/16 2:29 AM,64.526,0.291
9/30/16 2:30 AM,64.526,0.289
9/30/16 2:31 AM,64.526,0.288
9/30/16 2:32 AM,64.526,0.286
9/30/16 2:33 AM,64.526,0.285
9/30/16 2:34 AM,64.526,0.285
9/30/16 2:35 AM,64.526,0.289
9/30/16 2:36 AM,64.526,0.292
9/30/16 2:37 AM,64.526,0.289
9/30/16 2:38 AM,64.526,0.298
9/30/16 2:39 AM,64.526,0.296
9/30/16 2:40 AM,64.526,0.294
9/30/16 2:41 AM,64.526,0.299
9/30/16 2:42 AM,64.526,0.303
9/30/16 2:43 AM,64.526,0.3
9/30/16 2:44 AM,64.526,0.299
9/30/16 2:45 AM,64.526,0.296
9/30/16 2:46 AM,64.526,0.294
9/30/16 2:47 AM,64.526,0.292
9/30/16 2:48 AM,64.526,0.303
9/30/16 2:49 AM,64.526,0.298
9/30/16 2:50 AM,64.526,0.296
9/30/16 2:51 AM,64.526,0.294
9/30/16 2:52 AM,64.526,0.292
9/30/16 2:53 AM,64.544,0.289
9/30/16 2:54 AM,64.526,0.287
9/30/16 2:55 AM,64.526,0.285
9/30/16 2:56 AM,64.544,0.281
9/30/16 2:57 AM,64.544,0.28
9/30/16 2:58 AM,64.544,0.279
9/30/16 2:59 AM,64.526,0.278
9/30/16 3:00 AM,64.526,0.277
9/30/16 3:01 AM,64.544,0.279
9/30/16 3:02 AM,64.544,0.277
9/30/16 3:03 AM,64.544,0.276
9/30/16 3:04 AM,64.544,0.275
9/30/16 3:05 AM,64.544,0.274
9/30/16 3:06 AM,64.544,0.275
9/30/16 3:07 AM,64.544,0.273
9/30/16 3:08 AM,64.544,0.274
9/30/16 3:09 AM,64.544,0.273
9/30/16 3:10 AM,64.544,0.276
9/30/16 3:11 AM,64.544,0.274
9/30/16 3:12 AM,64.544,0.271
9/30/16 3:13 AM,64.544,0.269
9/30/16 3:14 AM,64.562,0.268
9/30/16 3:15 AM,64.544,0.267
9/30/16 3:16 AM,64.562,0.266
9/30/16 3:17 AM,64.562,0.266
9/30/16 3:18 AM,64.562,0.265
9/30/16 3:19 AM,64.562,0.269
9/30/16 3:20 AM,64.562,0.269
9/30/16 3:21 AM,64.562,0.268
9/30/16 3:22 AM,64.562,0.266
9/30/16 3:23 AM,64.562,0.265
9/30/16 3:24 AM,64.562,0.264
9/30/16 3:25 AM,64.562,0.266
9/30/16 3:26 AM,64.562,0.266
9/30/16 3:27 AM,64.562,0.264
9/30/16 3:28 AM,64.562,0.262
9/30/16 3:29 AM,64.562,0.26
9/30/16 3:30 AM,64.562,0.263
9/30/16 3:31 AM,64.562,0.261
9/30/16 3:32 AM,64.562,0.261
9/30/16 3:33 AM,64.562,0.262
9/30/16 3:34 AM,64.562,0.26
9/30/16 3:35 AM,64.562,0.26
9/30/16 3:36 AM,64.562,0.258
9/30/16 3:37 AM,64.562,0.258
9/30/16 3:38 AM,64.562,0.257
9/30/16 3:39 AM,64.562,0.256
9/30/16 3:40 AM,64.562,0.254
9/30/16 3:41 AM,64.544,0.252
9/30/16 3:42 AM,64.544,0.251
9/30/16 3:43 AM,64.544,0.251
9/30/16 3:44 AM,64.562,0.25
9/30/16 3:45 AM,64.544,0.252
9/30/16 3:46 AM,64.544,0.252
9/30/16 3:47 AM,64.544,0.252
9/30/16 3:48 AM,64.544,0.253
9/30/16 3:49 AM,64.544,0.253
9/30/16 3:50 AM,64.562,0.254
9/30/16 3:51 AM,64.562,0.253
9/30/16 3:52 AM,64.562,0.251
9/30/16 3:53 AM,64.544,0.249
9/30/16 3:54 AM,64.562,0.249
9/30/16 3:55 AM,64.562,0.246
9/30/16 3:56 AM,64.562,0.245
9/30/16 3:57 AM,64.562,0.242
9/30/16 3:58 AM,64.562,0.241
9/30/16 3:59 AM,64.562,0.242
9/30/16 4:00 AM,64.562,0.242
9/30/16 4:01 AM,64.562,0.238
9/30/16 4:02 AM,64.562,0.238
9/30/16 4:03 AM,64.562,0.236
9/30/16 4:04 AM,64.562,0.237
9/30/16 4:05 AM,64.562,0.235
9/30/16 4:06 AM,64.562,0.236
9/30/16 4:07 AM,64.562,0.234
9/30/16 4:08 AM,64.562,0.234
9/30/16 4:09 AM,64.562,0.232
9/30/16 4:10 AM,64.562,0.231
9/30/16 4:11 AM,64.544,0.231
9/30/16 4:12 AM,64.562,0.231
9/30/16 4:13 AM,64.562,0.229
9/30/16 4:14 AM,64.562,0.229
9/30/16 4:15 AM,64.562,0.23
9/30/16 4:16 AM,64.562,0.229
9/30/16 4:17 AM,64.562,0.23
9/30/16 4:18 AM,64.544,0.229
9/30/16 4:19 AM,64.562,0.228
9/30/16 4:20 AM,64.562,0.233
9/30/16 4:21 AM,64.562,0.234
9/30/16 4:22 AM,64.562,0.232
9/30/16 4:23 AM,64.544,0.231
9/30/16 4:24 AM,64.544,0.229
9/30/16 4:25 AM,64.544,0.23
9/30/16 4:26 AM,64.544,0.229
9/30/16 4:27 AM,64.544,0.23
9/30/16 4:28 AM,64.544,0.229
9/30/16 4:29 AM,64.526,0.228
9/30/16 4:30 AM,64.526,0.227
9/30/16 4:31 AM,64.526,0.227
9/30/16 4:32 AM,64.526,0.227
9/30/16 4:33 AM,64.526,0.227
9/30/16 4:34 AM,64.526,0.228
9/30/16 4:35 AM,64.526,0.235
9/30/16 4:36 AM,64.526,0.232
9/30/16 4:37 AM,64.526,0.229
9/30/16 4:38 AM,64.526,0.227
9/30/16 4:39 AM,64.526,0.226
9/30/16 4:40 AM,64.508,0.225
9/30/16 4:41 AM,64.508,0.223
9/30/16 4:42 AM,64.508,0.222
9/30/16 4:43 AM,64.508,0.222
9/30/16 4:44 AM,64.508,0.223
9/30/16 4:45 AM,64.508,0.224
9/30/16 4:46 AM,64.508,0.228
9/30/16 4:47 AM,64.508,0.227
9/30/16 4:48 AM,64.508,0.226
9/30/16 4:49 AM,64.508,0.226
9/30/16 4:50 AM,64.508,0.226
9/30/16 4:51 AM,64.508,0.225
9/30/16 4:52 AM,64.49,0.223
9/30/16 4:53 AM,64.508,0.223
9/30/16 4:54 AM,64.49,0.221
9/30/16 4:55 AM,64.508,0.221
9/30/16 4:56 AM,64.49,0.221
9/30/16 4:57 AM,64.49,0.219
9/30/16 4:58 AM,64.49,0.218
9/30/16 4:59 AM,64.49,0.217
9/30/16 5:00 AM,64.49,0.218
9/30/16 5:01 AM,64.49,0.217
9/30/16 5:02 AM,64.49,0.215
9/30/16 5:03 AM,64.49,0.215
9/30/16 5:04 AM,64.472,0.215
9/30/16 5:05 AM,64.472,0.212
9/30/16 5:06 AM,64.472,0.208
9/30/16 5:07 AM,64.472,0.207
9/30/16 5:08 AM,64.472,0.209
9/30/16 5:09 AM,64.472,0.209
9/30/16 5:10 AM,64.472,0.208
9/30/16 5:11 AM,64.472,0.209
9/30/16 5:12 AM,64.472,0.209
9/30/16 5:13 AM,64.472,0.208
9/30/16 5:14 AM,64.472,0.208
9/30/16 5:15 AM,64.472,0.214
9/30/16 5:16 AM,64.472,0.214
9/30/16 5:17 AM,64.472,0.215
9/30/16 5:18 AM,64.472,0.215
9/30/16 5:19 AM,64.472,0.215
9/30/16 5:20 AM,64.472,0.214
9/30/16 5:21 AM,64.472,0.211
9/30/16 5:22 AM,64.472,0.209
9/30/16 5:23 AM,64.472,0.21
9/30/16 5:24 AM,64.472,0.208
9/30/16 5:25 AM,64.454,0.209
9/30/16 5:26 AM,64.472,0.21
9/30/16 5:27 AM,64.472,0.209
9/30/16 5:28 AM,64.472,0.209
9/30/16 5:29 AM,64.454,0.207
9/30/16 5:30 AM,64.472,0.204
9/30/16 5:31 AM,64.454,0.203
9/30/16 5:32 AM,64.472,0.204
9/30/16 5:33 AM,64.454,0.202
9/30/16 5:34 AM,64.454,0.202
9/30/16 5:35 AM,64.454,0.202
9/30/16 5:36 AM,64.454,0.206
9/30/16 5:37 AM,64.472,0.205
9/30/16 5:38 AM,64.454,0.206
9/30/16 5:39 AM,64.454,0.207
9/30/16 5:40 AM,64.454,0.205
9/30/16 5:41 AM,64.454,0.204
9/30/16 5:42 AM,64.454,0.205
9/30/16 5:43 AM,64.454,0.205
9/30/16 5:44 AM,64.454,0.203
9/30/16 5:45 AM,64.454,0.203
9/30/16 5:46 AM,64.454,0.203
9/30/16 5:47 AM,64.454,0.2
9/30/16 5:48 AM,64.454,0.2
9/30/16 5:49 AM,64.454,0.2
9/30/16 5:50 AM,64.454,0.201
9/30/16 5:51 AM,64.454,0.2
9/30/16 5:52 AM,64.436,0.201
9/30/16 5:53 AM,64.436,0.2
9/30/16 5:54 AM,64.436,0.199
9/30/16 5:55 AM,64.436,0.199
9/30/16 5:56 AM,64.436,0.198
9/30/16 5:57 AM,64.454,0.196
9/30/16 5:58 AM,64.454,0.194
9/30/16 5:59 AM,64.436,0.196
9/30/16 6:00 AM,64.436,0.195
9/30/16 6:01 AM,64.436,0.195
9/30/16 6:02 AM,64.436,0.194
9/30/16 6:03 AM,64.436,0.194
9/30/16 6:04 AM,64.436,0.195
9/30/16 6:05 AM,64.436,0.195
9/30/16 6:06 AM,64.436,0.195
9/30/16 6:07 AM,64.436,0.194
9/30/16 6:08 AM,64.436,0.194
9/30/16 6:09 AM,64.436,0.194
9/30/16 6:10 AM,64.436,0.195
9/30/16 6:11 AM,64.436,0.197
9/30/16 6:12 AM,64.436,0.198
9/30/16 6:13 AM,64.436,0.199
9/30/16 6:14 AM,64.436,0.209
9/30/16 6:15 AM,64.436,0.208
9/30/16 6:16 AM,64.436,0.206
9/30/16 6:17 AM,64.436,0.206
9/30/16 6:18 AM,64.436,0.208
9/30/16 6:19 AM,64.418,0.204
9/30/16 6:20 AM,64.418,0.203
9/30/16 6:21 AM,64.418,0.203
9/30/16 6:22 AM,64.418,0.204
9/30/16 6:23 AM,64.418,0.203
9/30/16 6:24 AM,64.418,0.204
9/30/16 6:25 AM,64.418,0.201
9/30/16 6:26 AM,64.418,0.2
9/30/16 6:27 AM,64.418,0.2
9/30/16 6:28 AM,64.418,0.2
9/30/16 6:29 AM,64.418,0.2
9/30/16 6:30 AM,64.418,0.198
9/30/16 6:31 AM,64.418,0.198
9/30/16 6:32 AM,64.418,0.198
9/30/16 6:33 AM,64.418,0.2
9/30/16 6:34 AM,64.418,0.201
9/30/16 6:35 AM,64.418,0.2
9/30/16 6:36 AM,64.4,0.2
9/30/16 6:37 AM,64.418,0.198
9/30/16 6:38 AM,64.4,0.199
9/30/16 6:39 AM,64.418,0.198
9/30/16 6:40 AM,64.4,0.196
9/30/16 6:41 AM,64.418,0.198
9/30/16 6:42 AM,64.4,0.198
9/30/16 6:43 AM,64.4,0.196
9/30/16 6:44 AM,64.4,0.194
9/30/16 6:45 AM,64.4,0.194
9/30/16 6:46 AM,64.4,0.194
9/30/16 6:47 AM,64.4,0.192
9/30/16 6:48 AM,64.4,0.194
9/30/16 6:49 AM,64.4,0.194
9/30/16 6:50 AM,64.4,0.194
9/30/16 6:51 AM,64.4,0.195
9/30/16 6:52 AM,64.4,0.195
9/30/16 6:53 AM,64.4,0.193
9/30/16 6:54 AM,64.4,0.193
9/30/16 6:55 AM,64.4,0.192
9/30/16 6:56 AM,64.4,0.19
9/30/16 6:57 AM,64.4,0.19
9/30/16 6:58 AM,64.4,0.187
9/30/16 6:59 AM,64.4,0.186
9/30/16 7:00 AM,64.4,0.185
9/30/16 7:01 AM,64.4,0.185
9/30/16 7:02 AM,64.4,0.185
9/30/16 7:03 AM,64.4,0.186
9/30/16 7:04 AM,64.4,0.185
9/30/16 7:05 AM,64.4,0.185
9/30/16 7:06 AM,64.4,0.185
9/30/16 7:07 AM,64.382,0.184
9/30/16 7:08 AM,64.4,0.184
9/30/16 7:09 AM,64.382,0.185
9/30/16 7:10 AM,64.382,0.185
9/30/16 7:11 AM,64.382,0.184
9/30/16 7:12 AM,64.382,0.185
9/30/16 7:13 AM,64.382,0.185
9/30/16 7:14 AM,64.382,0.187
9/30/16 7:15 AM,64.382,0.184
9/30/16 7:16 AM,64.382,0.182
9/30/16 7:17 AM,64.382,0.182
9/30/16 7:18 AM,64.382,0.181
9/30/16 7:19 AM,64.382,0.18
9/30/16 7:20 AM,64.382,0.179
9/30/16 7:21 AM,64.382,0.178
9/30/16 7:22 AM,64.4,0.176
9/30/16 7:23 AM,64.418,0.178
9/30/16 7:24 AM,64.436,0.18
9/30/16 7:25 AM,64.436,0.18
9/30/16 7:26 AM,64.454,0.18
9/30/16 7:27 AM,64.472,0.181
9/30/16 7:28 AM,64.49,0.182
9/30/16 7:29 AM,64.508,0.181
9/30/16 7:30 AM,64.526,0.18
9/30/16 7:31 AM,64.544,0.18
9/30/16 7:32 AM,64.544,0.18
9/30/16 7:33 AM,64.562,0.179
9/30/16 7:34 AM,64.562,0.178
9/30/16 7:35 AM,64.562,0.178
9/30/16 7:36 AM,64.562,0.178
9/30/16 7:37 AM,64.58,0.177
9/30/16 7:38 AM,64.58,0.179
9/30/16 7:39 AM,64.58,0.179
9/30/16 7:40 AM,64.562,0.18
9/30/16 7:41 AM,64.562,0.183
9/30/16 7:42 AM,64.562,0.185
9/30/16 7:43 AM,64.562,0.183
9/30/16 7:44 AM,64.562,0.186
9/30/16 7:45 AM,64.562,0.185
9/30/16 7:46 AM,64.562,0.183
9/30/16 7:47 AM,64.544,0.184
9/30/16 7:48 AM,64.544,0.183
9/30/16 7:49 AM,64.544,0.184
9/30/16 7:50 AM,64.544,0.184
9/30/16 7:51 AM,64.544,0.186
9/30/16 7:52 AM,64.526,0.186
9/30/16 7:53 AM,64.526,0.188
9/30/16 7:54 AM,64.526,0.189
9/30/16 7:55 AM,64.526,0.189
9/30/16 7:56 AM,64.508,0.189
9/30/16 7:57 AM,64.526,0.19
9/30/16 7:58 AM,64.508,0.19
9/30/16 7:59 AM,64.508,0.189
9/30/16 8:00 AM,64.508,0.19
9/30/16 8:01 AM,64.49,0.188
9/30/16 8:02 AM,64.49,0.19
9/30/16 8:03 AM,64.49,0.19
9/30/16 8:04 AM,64.49,0.189
9/30/16 8:05 AM,64.49,0.187
9/30/16 8:06 AM,64.472,0.184
9/30/16 8:07 AM,64.472,0.185
9/30/16 8:08 AM,64.472,0.185
9/30/16 8:09 AM,64.472,0.184
9/30/16 8:10 AM,64.472,0.181
9/30/16 8:11 AM,64.49,0.182
9/30/16 8:12 AM,64.49,0.181
9/30/16 8:13 AM,64.49,0.179
9/30/16 8:14 AM,64.49,0.179
9/30/16 8:15 AM,64.508,0.18
9/30/16 8:16 AM,64.508,0.181
9/30/16 8:17 AM,64.508,0.182
9/30/16 8:18 AM,64.508,0.183
9/30/16 8:19 AM,64.508,0.183
9/30/16 8:20 AM,64.49,0.186
9/30/16 8:21 AM,64.454,0.185
9/30/16 8:22 AM,64.472,0.186
9/30/16 8:23 AM,64.49,0.188
9/30/16 8:24 AM,64.508,0.209
9/30/16 8:25 AM,64.526,0.225
9/30/16 8:26 AM,64.544,0.227
9/30/16 8:27 AM,64.58,0.235
9/30/16 8:28 AM,64.634,0.248
9/30/16 8:29 AM,64.634,0.265
9/30/16 8:30 AM,64.634,0.282
9/30/16 8:31 AM,64.634,0.29
9/30/16 8:32 AM,64.634,0.309
9/30/16 8:33 AM,64.652,0.311
9/30/16 8:34 AM,64.652,0.334
9/30/16 8:35 AM,64.67,0.354
9/30/16 8:36 AM,64.634,0.44
9/30/16 8:37 AM,64.598,0.453
9/30/16 8:38 AM,64.544,0.489
9/30/16 8:39 AM,64.49,0.472
9/30/16 8:40 AM,64.49,0.438
9/30/16 8:41 AM,64.526,0.445
9/30/16 8:42 AM,64.598,0.451
9/30/16 8:43 AM,64.634,0.427
9/30/16 8:44 AM,64.634,0.447
9/30/16 8:45 AM,64.634,0.446
9/30/16 8:46 AM,64.616,0.436
9/30/16 8:47 AM,64.58,0.424
9/30/16 8:48 AM,64.544,0.419
9/30/16 8:49 AM,64.49,0.411
9/30/16 8:50 AM,64.454,0.426
9/30/16 8:51 AM,64.418,0.419
9/30/16 8:52 AM,64.382,0.431
9/30/16 8:53 AM,64.346,0.417
9/30/16 8:54 AM,64.346,0.395
9/30/16 8:55 AM,64.328,0.399
9/30/16 8:56 AM,64.31,0.406
9/30/16 8:57 AM,64.274,0.389
9/30/16 8:58 AM,64.274,0.375
9/30/16 8:59 AM,64.256,0.366
9/30/16 9:00 AM,64.238,0.374
9/30/16 9:01 AM,64.238,0.362
9/30/16 9:02 AM,64.238,0.384
9/30/16 9:03 AM,64.22,0.406
9/30/16 9:04 AM,64.238,0.386
9/30/16 9:05 AM,64.238,0.378
9/30/16 9:06 AM,64.256,0.377
9/30/16 9:07 AM,64.274,0.37
9/30/16 9:08 AM,64.292,0.367
9/30/16 9:09 AM,64.31,0.374
9/30/16 9:10 AM,64.328,0.361
9/30/16 9:11 AM,64.364,0.373
9/30/16 9:12 AM,64.382,0.364
9/30/16 9:13 AM,64.4,0.356
9/30/16 9:14 AM,64.418,0.376
9/30/16 9:15 AM,64.436,0.362
9/30/16 9:16 AM,64.454,0.351
9/30/16 9:17 AM,64.49,0.343
9/30/16 9:18 AM,64.508,0.344
9/30/16 9:19 AM,64.526,0.336
9/30/16 9:20 AM,64.544,0.342
